6644	2725
8224	12689
11361	3194
2869	3100
10934	4495
3865	3159
8149	7502
6144	6803
255	16694
9314	3344
9837	4807
6466	12571
7760	2750
3728	2788
1288	4698
12811	3233
587	6238
8822	5734
5359	6807
9187	15877
9015	3089
11247	4482
7675	4156
1541	4481
2364	5819
9822	7070
716	7545
10628	4622
8116	5877
13604	4369
10317	3787
4605	7461
5036	5775
2792	5936
13188	7088
8143	1065
5761	3382
7408	4833
8737	3879
10590	15158
7001	7315
1549	4177
4194	3012
976	17060
6751	963
11629	5869
5616	5618
2964	4425
11145	9794
14487	15576
3538	5830
11301	3988
1951	5911
8213	17479
5908	3287
8472	5966
4512	7615
10587	7409
2215	1581
7580	4521
13781	7528
8159	12647
2635	14008
6352	13165
11517	12985
12408	5782
11773	6901
10838	1862
10211	4490
13181	3570
10711	5336
6152	13832
517	4663
1675	3579
5520	2495
8812	5834
7147	5068
4150	2926
9446	17450
2766	2762
10145	2828
8335	6946
2567	2946
31	4655
4752	2543
14486	2690
13272	5923
8186	2504
2001	3160
7432	5105
10126	2982
1009	6188
7599	2760
6267	3268
11133	3280
11510	6346
1577	7105
9605	2667
13616	6945
7073	2883
12154	6032
3635	12652
4824	5955
10814	4124
9911	17310
13131	13198
722	6179
6083	5948
6164	10348
3840	5810
6904	1075
2336	5768
8160	6944
12468	5721
3571	2392
14098	5490
12678	3760
12709	2642
8049	4513
10601	4071
1817	6916
4478	6172
2146	13909
12750	6304
3515	5913
9016	10134
2610	5943
6880	5969
3528	3759
5475	4577
8413	4405
13658	3694
3628	4216
3910	15879
13851	15787
948	6553
2094	6489
723	7280
1363	18018
6045	13918
5568	4707
961	5137
9079	6948
4837	6928
1730	6100
5565	9060
11371	6500
10141	15580
6622	4417
346	17768
4135	16725
8588	3485
7351	2503
1396	5961
1461	5971
10876	6009
7402	16846
3994	1546
4803	3418
4529	4566
4479	3998
467	875
12853	4415
4894	6673
7278	5066
7158	2868
9884	12698
10766	2826
14072	4413
12640	5812
7894	4169
4044	8463
11622	3563
13871	7036
12674	4515
14264	6674
14111	5322
8638	14951
5411	5323
1728	3957
13915	4928
5451	17427
2164	13066
5941	3389
9241	5876
631	3421
6486	1782
2410	3343
4559	14041
9608	5208
7738	1362
3750	4126
11117	6760
13389	1907
9260	4664
8673	5873
9325	15155
2992	2768
10267	9197
1437	12598
11405	5828
11677	7271
14158	9885
12394	3391
8946	4666
11048	3987
12829	5018
4099	5174
9037	12695
6094	3704
3989	3086
10939	4917
9746	6791
6176	6947
4900	17407
6017	7557
13827	5879
402	12588
4488	3017
2468	4099
4428	3316
4291	3032
11010	4404
14448	1616
3173	1281
13009	2948
10012	5912
4913	3487
6549	5715
2139	2878
13109	14942
5534	4070
7547	16805
11849	4180
7829	14140
585	4618
11064	4295
5949	4249
12112	4075
10887	4691
7205	4524
8792	2206
11487	4668
7567	1909
3269	5209
6220	4138
9151	4920
3513	5868
13817	2302
4972	5207
4460	3714
11027	8101
13160	873
9955	2804
13510	5872
6768	5843
8378	14837
2900	7421
344	4167
9670	5836
3240	17116
8065	4267
7190	3535
3178	6286
10021	16710
9969	5901
9159	5903
13455	14023
13252	6776
11981	7382
8209	7609
6655	5243
1742	3387
3359	4633
10071	5069
4265	4104
12762	14406
10515	5818
12458	5829
2276	6987
10568	5861
5225	6459
6171	6371
2104	16392
5650	5712
894	5904
13067	4903
9909	3927
4039	17501
12868	2865
225	4926
14240	5774
838	9140
10147	16735
6508	4921
11499	2934
4468	5726
10407	5841
2740	5880
5178	1947
1870	5693
13675	5202
5977	17136
6380	5897
4083	3202
7139	17271
3948	4922
4382	2869
7465	2962
4851	1523
1287	5304
1883	6460
9475	6642
12012	5043
11180	2758
2951	13202
7637	10344
6033	2857
5621	7527
7642	7440
1269	4416
8512	14001
1020	1210
1470	9230
7846	6547
12607	830
9735	4113
10687	6821
5013	994
13768	5781
10897	14777
1792	5953
2504	749
10902	5827
3943	7657
13724	6895
8158	4270
10829	7669
10456	5026
7517	4773
3893	7658
13390	7480
1523	7393
13684	3905
248	6154
12736	6722
6397	5957
1501	3716
505	2383
8816	6762
11706	7672
11513	3625
4464	6854
5211	2952
11550	3336
1043	16770
6746	4886
11050	5079
3147	1048
3626	5574
893	5820
8649	5378
12415	2398
11177	4652
10065	3962
4153	4320
4521	5603
1	6002
11961	17617
6425	4102
12142	5263
7896	4918
914	5965
10222	5885
6586	4792
619	12624
757	5967
5762	4456
8522	5838
8890	6108
1077	4290
6592	5839
13620	3732
303	4805
2695	4173
4780	7319
9718	5886
12061	4667
3370	7141
11266	6095
14168	4529
8783	3313
4625	4135
13599	5900
7	2825
7037	4916
13922	17707
7216	4703
4036	6193
8385	17088
9545	7089
11452	2824
13226	6159
3593	5777
472	5935
8287	4412
9322	14146
4882	5887
6054	5256
9581	5318
5687	3022
14	13936
627	12482
5377	6174
14451	6451
4332	12757
10622	5725
4858	13677
11540	4093
4114	2943
11969	2397
4144	4517
8907	4494
8819	5769
11414	5540
5487	6382
4250	15847
1411	2920
8862	3503
5680	5945
11343	4919
1119	10646
2702	2711
8015	4170
4390	6192
5323	4644
13971	6817
4046	5534
10491	4895
12989	4122
9857	5902
8113	3193
4261	2485
6365	9838
8366	2809
13299	1074
8161	5061
4268	5851
2256	4088
2649	5884
9508	15043
6046	2999
7745	13214
1036	7163
13459	2773
780	11513
9210	1713
2794	4518
5395	4018
8449	6796
4729	6909
10132	7334
12067	3255
2991	6865
37	4096
632	6508
5121	5941
3990	7989
10160	10323
3857	7272
9153	5367
11904	3377
6433	6475
5404	5128
10739	2784
13812	3602
3616	12694
4962	6197
4011	4957
6565	7367
14453	4047
4989	2474
5346	6320
13249	8633
8196	1350
14086	1548
6136	3781
13316	14049
10424	5324
6056	12530
1015	17601
14265	3042
1103	7613
13501	3309
1917	4480
4161	2372
2595	7607
7015	2542
2875	6645
4398	15820
518	9797
974	11850
10566	12616
6006	13818
9859	4784
17	6199
9502	5866
6408	7250
7960	5430
9552	7700
5985	3357
12666	2823
6924	2833
10218	11958
13092	4174
4580	6390
1556	4654
10736	6110
14107	5889
9032	6975
5325	6886
7075	17013
2348	804
3398	7681
886	2907
11442	1701
9411	16906
1673	5377
420	4910
342	6389
2982	16410
519	3327
13865	13967
9885	17553
5123	17412
1846	1117
11368	1454
5691	5487
6175	3768
6945	7653
11179	3413
5134	8025
4578	6683
378	2719
275	17644
7213	1983
4377	6761
11905	17825
4644	7410
4564	5051
2518	14037
2780	17339
2037	5853
7334	3710
11535	9953
6178	14367
3821	4641
7274	5804
218	10810
14099	9369
7693	16856
12529	2506
254	7000
748	5510
13144	14439
697	13456
12331	15104
11109	3837
14056	6195
10681	7829
4766	3314
7243	15555
13421	7335
13309	5996
13285	3910
7007	3240
1724	7378
2412	3679
9240	1328
6166	3248
9804	14009
170	1298
2327	4600
3629	12637
2483	5963
4126	9862
12315	5558
1749	7313
10528	4751
12288	3532
5636	7048
11289	4056
4449	6660
4481	1849
3646	11288
2815	2840
1526	1829
12612	6769
5532	2402
13511	3660
2620	4803
10411	3942
9080	5748
9400	1061
13807	13910
1379	6684
3554	16329
4981	3234
7391	7136
6198	7433
7811	17607
13005	14841
9654	6795
3402	6165
5919	3569
8242	17550
13327	5932
837	6548
2615	7490
9642	2884
12525	5916
7735	3360
10898	4858
8370	14473
11111	3653
4369	17423
9543	6241
107	5799
3763	969
7862	10993
1246	16231
11208	7511
11818	12692
4854	7352
2312	6422
9881	13694
6828	7496
7052	17862
7877	1086
11844	3200
12741	1848
2141	5731
4899	2898
10157	2717
7728	14069
499	5896
4474	3939
10371	12986
2883	5930
2931	12542
11599	3597
7837	7273
8895	8680
14290	5154
6593	1176
10291	3965
2457	13919
7404	4021
13539	4834
5444	4906
11864	2053
8456	6376
13148	2953
9982	6879
14046	3505
4777	15463
5696	2141
4757	4496
11756	2476
50	2094
352	6322
3774	5960
11635	3488
3574	15185
11395	17770
7662	15768
5048	2601
9782	4937
10730	2994
2569	5906
2071	6935
3090	1449
4798	5852
12429	6816
419	8477
128	12531
1032	17114
4297	12659
4727	17942
5523	3074
1349	14898
12789	13962
12830	3272
8010	3802
1320	6526
132	3090
9518	6818
9213	3735
3354	17716
5124	3509
5304	2749
6737	4800
7555	7673
9173	5255
13040	3494
3160	3590
12790	15187
8655	2818
1330	8488
9665	999
11244	4938
2461	5480
5288	5870
3432	3629
7300	6873
9046	7101
14165	17731
285	7060
12722	5752
759	2856
2045	5094
12178	6554
13035	894
13169	7023
3579	4294
11792	7005
12581	9390
548	6298
12676	5384
9243	6164
9071	14044
13460	12604
162	6659
1684	1316
4563	6665
11046	5802
13167	5027
1848	14354
4028	8206
1629	5573
10043	4925
11651	4952
7619	1514
236	13343
1137	2399
2277	3319
4133	5545
7173	3771
13277	1313
14139	4571
9189	2776
10002	1923
11561	17545
4973	9176
9988	7441
14383	12326
6351	6312
7444	3773
10595	1891
14114	5825
10276	4884
7721	14059
9056	7067
6455	4813
7835	6993
3508	17806
3927	7330
7290	2274
8402	1677
1355	4787
11098	742
11269	5766
5032	16111
11683	1199
4653	5915
12135	13854
764	5443
11918	4097
185	16074
6852	16425
8148	3763
14090	3379
7041	4158
3791	5847
13191	2867
6715	6507
8526	5742
1489	5846
10061	7732
1405	6754
8762	5720
13579	3810
7132	17869
8379	13110
9658	4258
13330	4771
6266	14640
10537	16323
13634	3651
2213	838
5374	5895
6876	2388
10630	5352
6049	7201
14199	7312
14455	5181
11708	4526
6512	5192
9318	9840
3710	6837
7198	12977
8490	4120
247	14014
382	4789
1760	7654
11765	14885
3555	14770
1218	12458
12984	5856
14327	6145
2606	5117
5925	4105
11231	2871
4196	2140
10749	802
2676	13093
9659	14131
6318	1957
8324	5698
14419	7668
2506	9739
1231	17312
12471	2774
3222	14786
4804	16309
7646	6465
12246	1896
5631	17907
3191	13793
10351	5527
12214	5394
261	6461
1772	2382
2471	826
405	17223
11086	4563
9720	7431
9019	16122
13331	15908
1386	4882
13342	14359
10024	3306
4657	14909
6320	822
3656	2182
572	4463
5080	3565
85	11847
4329	5762
6191	3066
12903	17685
11004	9860
4281	5840
3486	4012
2125	10800
2600	6829
2877	1295
11593	7422
4671	1483
11161	6203
4249	17302
13266	866
938	7195
3542	3868
4151	5755
4105	12884
10113	4909
10271	16484
3232	4512
8294	12120
9323	18064
9442	17659
8738	4424
3440	17480
2228	7432
13066	6387
13194	828
1963	6246
3089	14532
11164	2298
879	3293
12430	7437
3957	4968
8735	2162
7197	5448
4148	11248
10634	5858
10935	13978
778	13960
6687	5984
9898	8153
14348	2708
2661	4613
11006	15746
565	3058
6770	7310
11330	6285
13931	3808
8273	12739
13704	6113
7380	7202
12029	6797
14279	13858
13939	4706
3825	4118
14446	17684
12318	12900
13846	1399
7663	10464
5485	6366
3208	5101
13141	3968
409	6018
8948	4304
450	8548
2046	3705
10798	2842
11897	6368
3918	12735
2465	1729
7792	3692
5204	5242
3613	14705
13603	4872
6026	9573
2601	2839
11735	7491
13295	16315
2298	11104
6597	4716
10572	3782
5110	3730
6914	16724
8529	2743
10949	7520
4676	4626
6719	3359
1154	17898
8858	15840
3758	6750
4607	1364
7057	4673
4182	1206
4420	4004
5286	789
10795	4779
5222	12194
3315	17739
3677	5076
10647	13695
1542	792
4802	4288
10094	1202
9378	3228
13973	4996
7014	17445
10214	1852
11729	14260
9197	3918
3411	12540
13983	13239
8463	2289
2116	1140
3291	5892
5604	16808
2984	5251
6987	7331
7777	1634
6333	6350
3409	1846
12038	8772
1096	2673
11227	7246
6997	5878
3297	4904
14028	5696
1927	6347
14182	16996
7720	12891
4611	3239
6513	17521
13050	6771
4807	1703
7843	8763
2243	3699
6794	1499
947	7245
8234	16515
2872	5217
14242	15091
269	7225
9812	4567
6288	1207
6975	2841
10570	13987
11357	3799
12249	17113
2642	2416
4918	3508
13766	4714
900	5882
4902	18039
10524	7501
10526	16336
217	7097
2231	6444
8716	17726
12699	15371
12073	5229
3374	3619
7797	7085
9755	6480
4873	17476
47	2864
12670	2679
12845	7063
5584	1382
7149	1670
10768	12668
12929	5449
1778	6937
9053	5772
4628	6950
5418	6386
6540	3684
9345	17327
14198	7137
1249	3924
3766	17734
5605	12028
3273	4650
11207	7699
1687	15165
2479	870
3683	13012
53	4360
9675	12104
12523	5427
12724	7395
11477	6106
12796	7196
3925	2406
5748	9782
9840	10693
11410	5134
11819	1203
6203	5275
11150	13540
12855	3364
13610	17752
2639	771
2961	2353
8043	3474
9958	15757
8423	14429
9098	3832
7608	7110
5311	3568
10286	15288
1937	1263
458	1950
10990	10753
13014	17251
9351	2025
9886	6911
10471	144
5890	4069
348	10975
11755	2027
14019	3666
6577	3817
8836	4893
3494	5341
10358	16479
13096	7629
58	14592
11587	7538
12493	16141
4679	4136
636	5127
9721	6234
14399	14563
13175	6130
9000	2785
10159	5340
4610	779
1528	13655
7114	3005
125	6194
13462	5214
1241	4300
1978	6478
1406	4236
9772	17724
11020	4522
6854	4282
9283	1204
10109	4054
13474	5190
9924	5216
3812	3991
3845	3703
10212	6085
