22656	1527
1965	1343
15124	15124
21005	21005
32484	32484
27294	27294
22471	22471
34537	34537
2197	26349
28380	28380
15371	39321
41021	41021
4021	18107
3043	3043
23354	23354
572	572
9021	9021
2147	2147
1968	1968
91	91
13913	13913
13279	13279
31641	31641
2915	2915
1228	1228
1463	1463
3208	3208
20860	20860
4653	4653
6461	6461
18771	18771
14606	14606
5056	5056
383	383
18255	18255
419	419
15401	15401
39677	39677
2648	2648
1574	1574
392	392
16511	16511
1782	1782
8155	8155
71	71
83	83
13018	13018
9611	9611
15541	15541
4893	4893
4200	4200
337	337
16794	16794
2424	2424
1786	1786
41360	41360
26160	26160
18511	18511
6583	6583
29	29
12579	12579
5987	5987
12597	12597
5618	5618
10352	10352
8446	8446
1768	1768
13087	13087
811	6212
1559	1559
4435	4435
5314	5314
36590	36590
37494	30917
26	26
19799	19799
6144	6144
28647	28647
8435	8435
8701	8701
22114	22114
3241	3241
13227	13227
4916	9266
45603	45603
11917	11917
23574	23574
9815	18192
1443363	1443363
16989	16989
19074	19074
2701	19307
23667	23667
24126	24126
9476	9476
15880	15880
1311500	1311500
11256	11256
28004	28004
30827	33226
31671	31671
16940	34133
12950	66372
3153	3153
4639	4639
20400	20400
3834	3834
6335	6335
3957	5023
267	267
5441	5441
1695	1695
8741	8741
986	986
15537	15537
11388	11388
11333	11333
7565	7565
30674	30674
11236	40106
19403	19403
5302	5302
18941	18941
22162	6369
23234	23234
13552	13552
4918	4918
23249	23249
7862	29519
40347	30366
48684	48684
343	343
22303	22303
27805	31505
1512	1512
24975	24975
41283	41283
11574	11574
44743	44743
10661	10661
893	893
5190	5190
9345	9345
14860	14860
5445	5445
23283	23283
3146	3146
3827	3827
13051	13051
18061	18061
41661	41661
9034	9034
37213	37213
27439	27439
40650	40650
6309	6309
15459	15459
15168	15168
12725	12725
2443	2443
15055	15055
21632	21632
23072	23072
24181	24181
12711	12711
658	658
4418	4418
12870	12870
15614	15614
13930	13930
813	813
3201	3201
2025	2025
15416	15416
26227	26227
13154	13154
25222	25222
12943	12943
13744	13744
11649	11649
14690	14690
17832	17832
6521	6521
1942	1942
23034	23034
15809	15809
24995	24995
23501	23501
10861	10861
7094	50394
28169	28169
18180	18180
1659	1659
34509	34509
3631	3631
672	672
13	13
4086	4086
4337	4337
9236	9236
1737	1737
23691	23691
3474	3474
15985	15985
22076	22076
16076	16076
7734	7734
615	615
14065	6210
32632	32632
3055	3055
13724	13724
4903	4903
15955	15955
18770	18770
6782	6782
14048	14048
10755	10755
29157	29157
17028	17028
22564	22564
2128	2128
24054	24054
28258	28258
8709	8709
12349	12349
12193	12193
16526	16526
7903	7903
49942	33213
5728	5728
50776	50776
115	115
20654	20654
35092	35092
4872	4872
745	745
2974	2974
8206	8206
24545	24545
8954	8954
3594	49018
11142	11142
30176	30176
8946	8946
11522	11522
23903	23903
44639	44639
49153	49153
14069	14069
33411	33411
7883	7883
1862	1862
1190	1190
1615	1615
10585	10585
2635	2635
42404	42404
428190	428190
4853	20178
8047	8047
5922	5922
13281	13281
34088	34088
39057	39057
39975	39975
39992	39992
19302	19302
35197	35197
2766176	2766176
17174	17174
9922	9922
44084	44084
18103	18103
1288	41665
987	987
16391	16391
18747	18747
24039	22088
2509	14148
9530	9530
9328	9328
14744	14744
338	338
17516	17516
39106	39106
17560	17560
16883	16883
28804	28804
20481	20481
4249	4249
4279	4279
3295	3295
10897	10897
4234	54964
18804	18804
1143	1143
45	45
6491	6491
44330	44330
11397	11397
38426	38426
21336	21336
7341	7341
1100	1175
38206	38206
14663	23368
3458	3458
33006	20267
3525	3525
18936	18936
18722	2077
1246613	42974
8091	8091
3002	1043
4725	13531
51	9382
37020	37020
5380	5380
5963	33686
7671	10522
26334	48181
4203	19479
1343	12950
1196	22656
17744	17744
3333	3333
1220	1965
1175	1288
234	234
305	16940
1638	1638
18393	18393
33708	33708
194	51816
4491	2197
1816	1816
14089	14065
5469	47341
1384652	26004
4140	132931
9825	48465
7211	22162
357	30827
3848	49942
303	38317
493	34211
2199	2199
5619	5287
145	31610
7122	11208
10088	29043
1688440	33690
1368	12243
2469	25515
1975282	19299
342	26334
372	40161
17	23855
1438	23771
122	55159
1902010	4853
2644	60628
13676	39742
3747	26130
1409	40516
1337	3594
5291	1246613
9403	43756
396	52913
15329	40322
1709	3886
1693	51649
1694	29182
7028	7028
31505	27805
184	41613
4883	14663
10703	13430
18658	40441
327	5274
2598	18149
2577	48729
3535708	47110
832	37881
1358	31615
571	15592
905	41956
2820	31765
192	18309
1912	53114
377	39709
2138	11795
404	46914
4055	30946
27009	2238
1219	11236
3560	60711
3937	3937
3394	16587
1632	40667
13005	2509
1075	8745
2260	24039
1600	17034
1060	1060
13103	7862
61	62970
20382	7714
116	42303
7516	40347
914	63051
637	2119
2328	25418
445087	2759376
736	16417
9951	35364
1185	1551
123	27423
16035	31141
2257	67
7598	7890
19863	14302
1310	24396
781	56541
96	47529
2470	13911
2536	20840
459	40342
85	65868
292	29407
191	26507
3314	23341
4685	39532
5645	4725
14752	26327
239663	5696608
20074	21709
380	15371
4482	1196
730	4234
2757	58880
4926	48015
1116	37494
5	56555
1554	17
106	33732
2077	66692
1450	22459
8123	49632
14642	69083
13990	14440
4977	24587
1	42092
4857	3713
11436	55774
3320	60096
13663	16143
11898	23822
2012356	31317
7714	4504
20310	4203
7705	19635
7831	19929
681	21239
