1276+bno6-562+bno6;0:0,2:4,3:1,4:6,5:5,6:3,7:7;	35381,38229,31442,34364,35003,33514,42642,36314,38693	817866,826788,831252,829446,834202,834724,830782,819042,839489
1276+bno5-1276+bno5;0:0,2:2,3:3,4:4,5:5,7:7;1:1	35701,36018,43577,33226,41840,38656,40388,43415,43354,38389	821544,844406,819042,820263,829446,824930,824710,839489,831230,816519
562+bno4-562+bno7;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	38229,40678,35713,34364,38693,37413,31442,36314	826788,829446,839489,830782,831252,834724,834202,819042
1718+bno5-1718+bno6;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	38656,31441,39306,42453,43577,37970,40429,41840	830782,831252,824710,834202,839489,820263,819042,834724
1278+bno6-1718+bno6;0:1,1:2,2:3,5:4,6:5,7:6;	39306,37970,43415,37414,42453,40429,31441,43577,40388,33226	822139,841470,831252,829070,839489,834202,829446,819042,830782,834724
1309+bno6-1309+bno7;0:0,2:2,3:3,4:4,5:5,6:6,7:7;	43797,38229,37839,38693,37413,5740252,34364,39408,32514	831020,839120,815007,820930,832741,818562,824956,820343,816686
1631+bno5-1631+bno7;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	36641,33434,40140,44291,39090,40296,36015,38391	820263,830782,824930,831252,819042,834202,834724,839489
1627+bno6-562+bno4;0:1,2:2,3:5,4:4,5:7,6:3,7:6;	35381,34364,38693,33514,31442,36314,42642,35003,38229	821084,820263,834202,834724,831252,819042,830782,839489,841470
1276+bno5-1627+bno6;1:1,2:4,3:0,4:7,5:3,6:6,7:5;	38229,42525,31442,34364,35003,33514,42642,36314,38693	826788,821084,831252,820263,839489,834724,830782,819042,834202
1627+bno0-1718+bno7;0:5,2:3,4:1,5:6,7:4;	43739,36878,33351,34364,38693,38229,39408,37413,42641,32514,39845	842760,818650,821544,839135,844083,834670,842620,838771,819966,820624,843707
1627+bno0-562+bno3;0:1,2:2,3:5,4:4,5:7,6:3,7:6;	32047,31441,42453,33226,43415,43577,40388,40429,37970	817866,829446,839489,834724,831252,819042,830782,834202,837776
1276+bno4-1321+bno6;0:1,2:5,3:3,4:4,5:2,7:6;	35701,36018,43577,33226,41840,38656,40388,43415,42863,44496	844406,824710,826788,839489,833655,837776,820263,819042,829446,824930
1276+bno3-1309+bno7;0:1,2:4,4:5,5:3,7:6;	42863,48552,44496,41840,40429,37414,43577,31441,41067,39221,42453	832824,837776,826515,824930,820263,819042,816561,839489,844406,841470,824710
1277+bno4-1277+bno5;0:4,1:1,2:2,5:5,6:6,7:7;	41067,42453,37970,36395,44496,42553,44915,43577,32992,39306	834724,831252,841470,820263,826788,824930,839489,819042,837776,822139
1276+bno5-1276+bno5;2:5,3:4,4:7,5:6,6:1,7:2;	44702,36514,38456,32045,44154,41704,41437,40679,31903,43739	824930,832824,820263,841470,819042,816561,826515,839489,837776,822139
1278+bno6-1718+bno6;1:2,2:3,5:4,6:5,7:6;	32992,39306,37970,37414,42453,40429,31441,43577,40388,43415,33226	826788,822139,841470,829070,839489,834202,829446,819042,830782,831252,834724
1276+bno4-1276+bno7;1:0,2:5,4:1,5:2,6:7,7:6;	48481,38798,38389,39028,45922,33043,32100,32946,42900,37731	821084,831186,834202,834724,817866,831252,819042,830782,822139,841470
1276+bno5-562+bno5;0:0,2:4,3:1,4:6,5:5,6:3,7:7;	43354,35422,36329,33076,34281,43442,38389,43739,33471	817866,826788,831252,829446,834202,834724,830782,819042,839489
1718+bno6-1718+bno7;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	40388,43415,37414,42453,40429,31441,43577,33226	814913,839135,818812,844083,842620,836517,838771,820624
1276+bno6-1278+bno6;0:0,2:5,3:3,4:4,5:6,6:1,7:7;	35381,38229,31442,34364,35003,33514,42642,36314,35713	826515,826788,839489,833655,837776,820263,816561,819042,834202
1276+bno4-562+bno4;0:0,2:4,4:6,5:5,6:3,7:7;3:1,2	35381,37413,38229,31442,35003,33514,42642,36314,34364,38693	817866,824930,837776,831252,834202,834724,830782,819042,829446,839489
1278+bno7-1718+bno6;1:7,2:3,3:2,4:5,5:6,6:1,7:4;	44496,41840,42453,39306,37970,40429,31441,43577,38656	834670,820624,844083,818812,836517,838771,839135,842620,814913
1277+bno5-1277+bno6;1:1,2:2,3:3,4:4,5:5,6:6,7:7;	40429,36395,44496,39306,37970,42553,44915,43577,43415	837776,820263,826788,822139,841470,824930,839489,819042,831252
1627+bno5-3783+bno0;0:2,2:3,3:7,4:1,5:6,6:0,7:5;	35381,34364,38693,33514,31442,36314,42642,35003,37413	817866,829446,839489,834724,831252,819042,830782,834202,824930
1277+bno5-1277+bno5;1:1,2:2,3:3,4:4,5:5,6:6,7:7;	42453,42863,44915,39306,37970,42553,44496,43577,32992	841470,820263,826788,833655,837776,824930,839489,819042,831252
1276+bno2-2300+bno0;1:5,2:1,4:0,5:6,6:4,7:7;	36731,33226,34281,44154,38456,32045,43739,40679,33076,33471	839644,820417,835941,816837,831958,826624,818459,829597,819549,832293
3783+bno0-562+bno6;0:3,1:4,2:1,3:2,5:6,6:7,7:5;	37413,42642,31442,34364,38693,35003,36314,33514,38229	824930,830782,831252,829446,839489,834202,819042,834724,837776
1276+bno3-1276+bno7;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	40679,42593,41704,40388,33226,41437,36514,38456	826788,817866,831252,829446,834202,834724,830782,819042
1276+bno5-1276+bno7;2:2,3:1,4:6,5:7,6:4,7:5;1:3	40679,36638,33226,32142,41704,40388,42641,38456,38389,40639	819042,816345,820263,829446,824930,824710,816519,839489,844406,831230
1276+bno5-1629+bno4;0:3,2:5,3:0,4:7,7:4;	42593,41437,36514,40679,41704,40388,33226,38456,32045,326237,44154	830782,831252,834724,820263,819042,829446,824930,839489,844406,826788,824710
1278+bno4-1278+bno4;1:1,2:2,4:0,5:5,6:6,7:7;	32992,39306,37414,42453,37970,40429,31441,43577,42863,44496	837776,822139,829070,839489,841470,834202,829446,819042,834724,831252
1321+bno1-1321+bno1;0:0,1:1,2:2,5:5,6:6,7:7;	42641,40388,32142,326237,40679,38456,33226,41704,42863,44496	834724,831252,829446,826788,820263,839489,819042,824930,822139,841470
