1627+bno6-1627+bno7;0:0,1:1,3:3,4:4,5:5,6:6,7:7;2:2	2539164,2540917,2540223,2543222,2540627,2540620,2540589,2538838,2542266	36514,37798,40679,32352,40160,31208,41785,31840,42593
562+bno3-562+bno3;0:0,1:1,2:2,4:4,5:5,6:6,7:7;3:3	2540956,2543187,2540223,2543222,2540481,2541268,2540589,2541592,2543040	33105,43577,32322,40607,41067,35701,117419,35364,32537
1718+bno4-1718+bno7;1:5,2:0,3:3,4:6,6:4,7:2;5:7	2539869,2543676,2540292,2541168,2541265,2540398,2541813,2540471,2540051,2540711	50007,31567,31362,33105,37798,45959,41850,35483,2768940,35701
1718+bno6-1718+bno7;0:0,1:1,2:2,3:3,4:4,6:6,7:7;5:5	2543040,2540398,2538838,2541268,2543200,2541248,2540917,2539164,2540956	38693,41850,35483,39408,31442,40781,50007,53439,37372
1718+bno4-1718+bno4;0:0,1:1,2:2,3:3,4:4,6:6,7:7;	2543676,2543580,2543622,2540711,2541813,2540398,2541476,2543035,2540051	31567,50007,53439,35701,37798,45959,41850,35483,2768940
1276+bno1-1309+bno6;0:1,2:5,3:3,4:4,5:2,7:6;	2542266,2540620,2543187,2543222,2541268,2543682,2540627,2541592,2541248,2543040	41341,40679,35016,32352,36514,31208,41785,40160,37798,31840
1774+bno6-2699+bno7;1:4,2:7,3:1,4:5,5:2,6:6,7:3;	2540398,2543042,2540956,2543621,2542347,2541268,2541089,2540051,2541248	41850,35483,33034,40781,31442,33235,50007,53439,31022
1276+bno4-1276+bno4;0:0,2:2,3:3,4:4,5:5,6:6,7:7;	2540398,2541319,2539869,2540071,2540510,2543539,2543676,2539817,2541168	31567,50007,53439,34875,326128,41850,45959,35483,2768940
1631+bno6-1631+bno7;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	2543580,2539817,2540398,2540471,2540292,2541813,2539869,2541910	35483,31728,40781,35003,36306,31442,34364,50007
1718+bno1-1718+bno5;0:3,1:1,6:7,7:6;2:2-3:0-4:0	2541248,2539164,2538838,2540917,2540589,2540627,2540620,2543222,2542266,2540956,2541592,2543682	35701,43739,36409,32940,37005,42501,42185,36565,39651,31567,40563,31872
1276+bno0-1309+bno6;0:1,2:4,3:2,4:5,5:7,6:0,7:6;	2541168,2542017,2541476,2543580,2543035,2540398,2543676,2543622,2541813	40451,39090,42185,37413,35196,43739,33487,44291,39651
