1627+bno2-1627+bno2;0:0,2:2,3:3,4:4,5:5,7:7;1:1,6-6:1	171766,175716,176349,181255,175429,172933,181400,174144,172943,176196	44001,32820,42443,42661,34426,38656,42000,34225,36252,45268
4229+bno7-4229+bno7;1:1,2:2,3:3,4:4,5:5,6:6,7:7;0:0	171602,180950,176196,171965,174571,177457,172802,172943,177583	42761,48224,38017,36252,32537,42841,44001,33214,35422
1719+bno2-1719+bno2;0:0,1:1,3:3,4:4,6:6,7:7;2:2-5:2	172743,175716,175660,171865,172933,175429,179567,177028,172943,176196	32537,32820,40429,38720,40781,34426,31442,38093,44001,45268
1276+bno0-1276+bno0;0:0,2:2,3:3,4:4,7:7;1:1-6:1	172802,175429,173134,179631,179779,179472,174416,177107,171766,190611,175901	31364,31166,42185,39202,40849,34411,40429,31441,35422,40999,41343
6418+bno7-6418+bno7;1:1,2:2,3:3,4:4,5:5,6:6,7:7;0:0	171602,177456,175716,176023,175429,179567,172933,172943,177583	42761,34314,38017,44001,32537,31849,36252,33214,35422
1276+bno5-1276+bno5;0:3,1:6,2:7,5:2,6:5,7:4;	172943,177583,172802,266836,174233,171935,174848,176503,175545,175561	35422,40451,44001,49713,33458,38760,38890,32537,31166,32169
1627+bno7-1718+bno1;0:2,1:0,3:1,4:6,5:4,6:7,7:5;2:3	177583,172802,176180,179358,174059,172943,173354,171766,178012	32537,33214,40429,31698,35577,44001,34411,38017,36252
1325+bno7-4067+bno1;1:5,2:0,3:2,4:4,5:7,6:3,7:6;0:1	175628,172802,174353,172984,187885,3565860,175481,178507,172743	40451,31364,37926,31221,32045,34442,39746,35422,42761
1718+bno2-1718+bno2;0:0,1:1,2:2,3:3,4:4,6:6,7:7;	176434,180637,181344,172802,177942,176968,172890,171988,173772	32820,34411,38093,44001,40781,34426,31442,40429,45268
1276+bno3-3783+bno0;1:2,3:0,5:3,6:4;	175545,176503,179652,174233,172943,171784,172802,171766,172984,172743,178507,175621	42439,34192,41836,38515,42761,31153,31816,31022,41341,35422,33351,40679
1627+bno2-1627+bno2;0:0,2:2,3:3,4:4,5:5,7:7;1:1,6	171766,175716,176349,181255,175429,172933,181400,174144,172802,176196	44001,32820,42443,42661,34426,38656,42000,34225,38017,45268
1276+bno3-1276+bno5;0:2,3:1,4:6,7:5;	172943,173118,172832,172805,175451,183428,175606,180827,174019,178507,175474,181110	32537,34068,34976,39329,41085,36392,31858,50356,34192,42761,40687,35305
1276+bno7-1276+bno7;0:0,1:1,3:3,4:4,5:5,6:6,7:7;2:2	178943,172802,181574,172943,171602,176348,177658,172977,176161	42854,31022,36876,2768916,39826,33473,33211,33034,3355084
1719+bno2-1719+bno2;0:0,1:1,3:3,4:4,6:6,7:7;2:2	172743,175716,175660,171865,172933,175429,179567,177028,172802,176196	32537,32820,40429,38720,40781,34426,31442,38093,38017,45268
1276+bno5-1627+bno7;1:3,3:0,5:1,6:6;4:7	175429,173118,172805,172832,181110,172943,180827,175451,172802,175474,178507,172743	2768940,42616,42761,45959,40679,40451,34928,41550,31816,41341,33351,35422
1627+bno0-1627+bno0;0:0,2:2,3:3,4:4,5:5,7:7;1:1,6-6:1	171766,175716,175606,178259,175429,172832,173118,180827,172943,176196	44001,32820,42443,42661,34426,38656,42000,34225,36252,45268
1627+bno2-1627+bno2;0:0,2:2,4:4,5:5,7:7;1:1,3-3:1,6-6:1,3,6	172802,175716,171766,175660,171865,175429,179567,177028,172743,176196,172943	38017,32820,44001,40429,38720,34426,31442,38093,32537,45268,36252
1719+bno2-1719+bno2;0:0,1:1,3:3,4:4,6:6,7:7;2:2,5	171766,175716,175660,171865,172933,175429,179567,177028,172802,176196	44001,32820,40429,38720,40781,34426,31442,38093,38017,45268
1276+bno0-1276+bno0;0:0,2:2,3:3,4:4,5:5,7:7;1:6-6:6	172943,175901,179631,179779,179472,174416,190611,177107,172802,176015	35701,45269,35384,39385,34411,40429,39445,34803,35422,41079
1627+bno0-1627+bno0;0:0,1:1,2:2,3:3,4:4,5:5,7:7;	176138,182875,172743,173575,174072,172070,173142,174753,178507	32820,42443,44001,42661,34426,38656,42000,34225,45268
