1627+bno7-1627+bno7;0:0,1:6,2:2,5:5,6:3,7:7;	3354896,45959,40201,36289,31364,42761,43327,34420,33712,36748	19165,59287,14265,13388,16898,211651,18128,20091,225164,57750
1627+bno7-1627+bno7;0:0,2:2,5:5,7:7;	40294,31208,36854,31141,41957,33139,40201,39846,40386,31364,34420,35680	16569,21951,234847,16568,14265,16898,211651,20091,22214,68572,227197,60441
1325+bno4-1325+bno6;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	41957,31364,33139,36018,43785,40201,34420,35701	22190,98221,77040,211651,16898,14265,56371,59026
2660+bno4-2660+bno4;0:0,1:1,2:2,4:4,5:5,6:6,7:7;3:3	31364,41957,32568,33139,34420,37036,40201,39846,42761	56371,22190,67988,105245,20091,110006,211651,19182,14265
3725+bno4-3725+bno6;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	33139,40172,31364,42470,35422,34420,38746,40201	211651,56371,233276,16531,259279,51885,14265,20055
1642+bno7-1642+bno7;1:1,2:3,3:2,4:5,5:4,6:7,7:6;	41957,33139,38654,32568,42439,37080,40201,39846,34420	211651,56371,17128,77040,68040,18514,14265,13207,16531
2200+bno4-2300+bno7;1:7,2:6,3:3,4:5,5:4,6:1,7:2;	32537,40201,35422,31165,35540,38490,34420,41957,33139	22190,56371,211651,110695,93747,11736,16898,56207,14265
1276+bno0-1309+bno7;0:1,2:4,3:2,4:5,5:3,7:6;	31364,35422,45280,41646,36080,35731,41957,37778,40201,39846	77040,22631,170823,22088,12568,64704,235339,11797,27050,22190
1718+bno2-1718+bno2;0:0,1:1,2:2,3:3,4:4,6:6,7:7;5:5	34420,33777,41863,31364,34281,33487,33076,40530,42761	16898,52892,223723,56371,51797,211651,28114,72590,20091
2202+bno5-2202+bno6;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	41957,33139,34420,46038,42185,31364,40201,35422	211651,56371,77040,98766,22190,19185,14265,269523
1312+bno5-1312+bno7;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	41957,31364,326189,33139,40201,32679,34420,39108	77040,68572,16898,17449,68342,211651,227197,66945
6674+bno5-6674+bno7;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	40201,42761,40717,41957,33105,31364,39846,34420	14265,259279,211651,16898,20055,51885,56371,16531
1627+bno7-1718+bno0;0:5,2:3,4:1,5:6,7:4;	38243,37305,39093,40201,41957,32268,32537,39846,38230,34420,41364	19258,18803,17973,77040,22190,16412,70247,269523,19263,14265,19255
1276+bno6-1629+bno7;0:5,2:3,3:0,4:7,5:6,6:1,7:4;	41957,33139,33944,31364,34420,35892,37177,40654,40201	71711,211651,26965,14265,56371,12649,268465,57808,16898
1278+bno6-1734+bno6;0:0,1:3,3:5,4:2,5:1,6:6,7:7;	33139,41957,31364,36104,33418,40201,34420,39846,42761	77040,16531,17685,16898,56371,99982,17688,14265,211651
1276+bno5-1629+bno7;0:5,2:3,3:0,4:7,5:6,6:1,7:4;	41957,33139,33944,31364,34420,35892,37177,40654,40201	71711,211651,26965,14265,56371,12649,268465,57808,16898
4067+bno6-4067+bno7;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	31364,40201,34658,41957,41801,39846,33139,35422	16531,211651,54723,56371,68183,16898,75062,14265
1276+bno7-1627+bno7;0:7,1:3,5:1,6:6,7:0;	48552,33139,39846,35422,37336,37414,39202,41957,42761,117419,31364	13001,22190,269523,14265,18711,76055,70834,77040,56371,320632,71702
1276+bno0-1276+bno0;0:0,2:2,3:3,4:4,7:7;1:6	40201,32537,39846,32441,32979,33944,36996,36362,31364,31022,34420	211651,105689,22631,69080,13043,56433,66335,74244,56371,14810,15481
1276+bno5-1276+bno6;0:0,1:1,3:3,4:4,6:6;	318847,38779,37798,41957,32851,34420,40201,34527,31872,39386,39846	12568,64704,12462,211651,170823,14265,77040,11797,235339,22088,22631
1718+bno1-1718+bno2;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	40681,37148,33139,31364,34420,40201,36040,34877	70584,226751,14265,211651,22631,77040,360013,16885
1634+bno7-1825+bno6;1:0,2:2,3:3,4:4,5:5,6:7,7:6;	34420,41957,32168,36854,31208,36514,41067,40201,33139	211651,77040,81601,56371,20135,20133,14265,15481,16531
1627+bno0-1627+bno0;0:0,2:2,4:4,5:5,7:7;3:6-6:1,6	33139,35577,39846,36406,32120,33501,35199,38302,32537,36992,38457	77040,16531,269523,224630,53331,20907,228545,58244,211651,20614,15481
1276+bno0-1276+bno0;0:0,1:1,2:2,3:3,4:4,7:7;	32537,39846,32441,40201,32979,33944,36996,36362,31022,34420	105689,22631,69080,211651,13043,56433,66335,74244,14810,15481
1892+bno6-1892+bno7;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	31364,31816,34631,40201,31811,35963,32568,34420	16531,77040,18753,56371,16898,211651,14694,14265
1627+bno7-1718+bno0;0:5,2:3,3:7,4:1,5:6,6:0,7:4;	41957,40201,31364,39748,48973,41347,41013,34420,33139	20907,56371,211651,58244,53611,320011,228545,16898,14265
1627+bno6-1718+bno0;0:5,2:3,3:7,4:1,5:6,6:0,7:4;	41957,40201,31364,39748,48973,41347,41013,34420,33139	16569,56371,211651,21951,22380,75062,16568,16898,14265
1309+bno7-1718+bno2;0:5,1:7,3:3,4:6,6:1,7:4;	31293,37837,41957,38693,33139,40201,39408,39846,40781,35422	228545,58244,56371,68505,211651,320011,53611,16898,380752,14265
1627+bno7-1627+bno7;0:0,1:1,2:2,5:5,7:7;3:4-4:4	42524,44001,47757,34420,32740,33139,39846,40201,33529,33418,43725	12858,68349,52892,14265,56794,16898,211651,20091,68572,227197,51798
2660+bno5-2660+bno5;0:0,1:1,2:2,4:4,5:5,6:6,7:7;3:3	31364,41957,32568,33139,34420,37036,40201,39846,42761	56371,22190,67988,105245,20091,110006,211651,19182,14265
1627+bno7-1718+bno2;2:3,3:7,4:1,5:6,6:0,7:4;0:2,5	34420,40679,34281,40530,41863,33076,33777,33487,31364,42761	16898,110323,51797,72590,223723,28114,52892,211651,56371,20091
1627+bno2-1627+bno2;0:0,2:2,4:4,5:5,7:7;1:6	40201,32537,39846,34565,42091,32979,44289,44748,31364,31022,34420	56371,211651,16898,68572,320840,67680,68342,17995,77040,16531,14265
1309+bno3-1309+bno3;0:0,1:1,3:3,4:4,5:5,6:6,7:7;2:2	41957,33777,43386,35475,35029,32537,38173,40530,39846	16898,68572,22190,58875,93747,211651,56207,11370,20091
1633+bno5-1825+bno7;0:1,2:2,3:3,4:4,5:5,7:6;1:0	34420,35422,33418,32268,41957,35540,37922,32537,40201,39846	14265,20091,22190,22687,211651,28114,66246,19182,77040,269523
