A0A0G2JTA1 Q9QZC5
D3ZRX9 A0A0G2JUS6
M0R4L7 M0R4L7
Q6P798 Q5PQP9
D4AB26 D4AC99
D3ZMM8 D3ZMM8
Q5HZA2 Q5HZA2
F1LRE5 D3ZBP4
Q5U2N1 A0A0G2JX16
F1LYI0 Q2M1K5
Q5BJZ9 O88658
A0A0G2K5J9 Q5M7U1
A0A0G2JWD6 A0A0G2K0E0
A0A0G2K4I9 A0A0G2K4I9
F1M4M5 D3ZMY7
Q5FVC5 M0R890
G3V6K4 B1WBU6
P26794 P55213
A0A0G2JZF6 P80432
F1LRE1 D3ZR53
G3V8T2 F1MAK7
B2GUY0 B2GUY0
D3ZTG2 Q6P7R8
P12841 P12841
D4A7E7 D4A7E7
D3Z9K9 B2RZ60
F1LMF9 G3V6S9
Q569C3 M0RAA8
M0RB24 D4A7P9
P17955 P17955
A0JPN1 D3ZVM4
F1LMH8 F1LMH8
B0BNG7 D3ZNQ6
F1LRE2 M0R5V4
D3ZYE1 D3ZYE1
Q496Z1 Q496Z1
Q08834 P61131
A0A0G2JTK6 A0A0G2JTK6
D3ZVK3 D3ZIV8
Q7TST9 D4AB75
Q4V7G1 F1LSG7
D4A251 D4ACQ1
D3ZFF4 A0A0G2K463
F1LT49 A0A0G2JWJ0
D3ZA38 M0R476
F1LQP9 D3ZIX4
P70600 P70600
Q4V8H7 G3V931
Q9JKR5 Q9JKR5
D3ZRL3 D3ZRL3
M0R589 Q9JK64
D4ACQ1 Q5PPH4
P19024 Q5XIB8
Q3MIB4 B2GUZ9
G3V8V5 G3V8V5
A0A0G2K1A2 A0A0G2K1A2
D3ZZ80 D3ZZ80
D3ZDS6 D3ZDS6
Q5XIT9 Q3KRE8
A0A0G2JZE8 A0A0G2JZE8
D3ZWL9 D3ZWL9
Q5U302 Q5U302
A0A0G2K1V7 A0A0G2K2S1
B5DF95 B3DMA5
D4A2I4 D4A2I4
F1M632 F1M963
Q925N6 Q6AYU9
Q6P791 Q5EB56
A0A096MIS3 A0A096MIS3
Q66HA7 Q9JMB3
F1M1W4 F1M1W4
E9PU02 Q5U2N1
F1M4U9 B5DF09
D3ZF21 D4A7M3
P40329 P40329
D3ZSY7 Q5U2X4
F1MAM6 D3ZF86
A0A0G2K509 Q6IFV1
E9PTG1 B1WC28
D3ZUX5 P49088
D4AEB3 D4AEB3
A0A0G2JSZ1 A0A0G2JSZ1
A0A0G2JW83 A0A0G2JW83
Q62760 Q62760
D4AED2 D3ZQI0
D4ABZ6 B5DF95
D3ZFT1 D3ZFT1
D3Z9M1 E9PSV5
D3ZCS5 B2RYV8
Q6AYB4 Q6AYB4
Q5FVC4 F1LSC5
D3ZIV8 D3ZIV8
A0A0G2JSU9 A0A0G2JSU9
D3ZN47 D3ZN47
D3ZL50 Q6Q0N3
A0A0G2K3W4 F7EWN2
A0A0G2K1V7 Q6AYD9
F1MAF8 D3ZE01
M0R835 M0R835
A0A0G2JSW4 F1M5Q3
P13832 Q6AXU3
Q5XI44 Q5XI44
Q5I0C9 Q5I0C9
A0A0G2JWU7 A0A0G2JWU7
F1LPP2 A0A0H2UHV9
D4ACP2 D4ACP2
G3V858 M0RCV5
Q569D2 Q3L472
F1LW07 A0A0G2JUG7
F1M798 P05714
D3ZIK0 D3ZWW5
D3ZSV7 D3ZSV7
P29067 P29067
Q6MG27 A0A0G2K463
D4A8U7 D4A8U7
Q5M824 Q5M824
F1M7K4 F1M943
F2Z3S0 F2Z3S0
D4A6A8 D4A6A8
F1M989 F1M989
A0A0G2K0Z9 A0A0G2K0Z9
F1MAL5 Q5PQL2
Q3MIB4 G3V6Q6
D3ZAQ2 B4F7A3
O35410 B5DEX9
D3ZTT7 A1A5S1
Q6MGB6 Q6MGB6
Q400C9 F1LYI0
A0A0G2K4Y2 D3ZYK9
D3ZRD9 Q812D3
P50503 F1LRE1
D4A7D3 Q5M9F8
D4A3J9 B5DF93
M0RCH9 F1LNP1
G3V6J7 A0A0G2JZ04
A0A0G2K0K6 F1LPJ5
D3ZTB4 A0A0G2JSV9
P62944 P62944
D3ZYQ0 D3ZH66
B2RZ60 Q63511
Q9JJL4 D3ZCX6
P70501 P70501
F1M8B7 F7FL00
F1M6P8 D3ZMS3
D3ZHJ4 Q4L0E9
M0R592 A0A0G2K857
B5DEH0 B5DEH0
Q6AXW2 Q4KM74
Q5PQP9 Q6P798
Q64361 P28647
G3V824 P35280
D4A6W7 P28647
D3ZWG3 D3ZWG3
G3V974 G3V974
Q5RJR9 Q5RJR9
P52164 Q3B7T9
B1WBU6 D4A8G6
D3ZMS3 D4A3C2
F1M943 P48508
Q6MG08 Q6MG08
F1LQ83 F1M989
Q6IFU9 Q6IFV1
F1M6P3 F1M6P3
Q04931 B4F778
Q3KRD1 O70260
P14659 P14659
P52944 D3ZXS8
E9PTN4 E9PTN4
O35115 Q9R237
B2GV53 B2GV53
A0JPK9 A0JPK9
D3ZPR2 D4ADS9
D4ABC4 Q62867
A0A0G2JUC9 A0A0G2JUC9
Q6AZ60 Q6AZ60
F2Z3R0 D3ZRE1
A0A096MJB5 A0A096MJB5
O88368 Q2M1K7
D4A2G7 D4ABZ6
A0A0G2K0Q6 A0A0G2K0Q6
D3ZQW1 D3ZQW1
B1WC83 B1WC83
D3ZNG9 G3V6Q9
F1LNP1 D3ZID8
F1LWK7 F1LWK7
P11506 P11506
D3ZPD0 Q5XIN3
Q6JE36 Q6JE36
D3Z8G3 D3Z8G3
A0A0G2JYV3 A0A0G2JYV3
Q6P6U0 D3ZD11
Q6X936 Q6X936
G3V8G3 D4A4X5
Q5XHZ9 Q3KRE8
A0A0H2UH92 A0A0G2K9M4
D4A4K3 Q6MG27
Q5XI32 Q5XI32
F1LPZ7 Q569D2
A0A0G2K8F2 A0A0G2K8F2
P60889 Q5FVI6
F1MAK7 P13832
Q6IFW6 Q6IFW6
A0A0G2JXD5 Q7TNZ9
Q68FR6 O08629
G3V8D3 D3ZKV7
D3ZM14 D3ZM14
Q6AY80 B0BN55
Q5XHZ9 G3V9N1
F1LR39 F1LR39
Q5FVK8 Q5FVK8
F1M076 F1M076
D4AB26 F1LQM8
D3ZPW4 D3ZPW4
Q8R560 Q8R560
D3ZZA1 D3ZZA1
D3ZA38 Q66H06
A0A0H2UH97 Q99NA7
A0A0G2JZI0 A0A0G2JZI0
A1A5P2 D3ZG48
D4A2B7 D4A2B7
D3ZUV3 D3ZUV3
A0A0G2K427 Q5RKH0
Q4G005 Q4G005
B2RYJ4 B2RYJ4
F1LS93 F1LS93
A0A0A0MY09 A0A0A0MY09
A0A0G2JWD2 G3V7U4
D3Z8P1 F1LQD1
A0A0G2K2N0 F7FLS6
Q66HP6 P67999
Q5BK53 A0A0G2JUC3
Q3LZI9 Q3LZI9
D4ADH7 D4ADH7
Q5XIU1 Q5XIU1
P26453 A0A096MJZ2
A0A0G2JUQ8 A0A0G2JXC2
P47861 R9PXS2
A0A0G2JV16 D4ABK1
Q68FS2 B2RYL8
Q6AYB4 D3ZBH0
D3ZXS8 Q27W02
Q6P771 Q6P771
Q5PQT0 G3V840
Q91ZN7 Q5PQX1
D3ZB96 D3ZB96
D3ZTX0 G3V6Q6
B2GUV6 D3ZD84
F1LPT7 F1LPT7
D3ZUB7 D3ZZC5
A0A096MKC0 A0A096MKC0
Q5BK59 Q9JMA8
Q8CJ99 Q6MGD2
D3ZT56 D3ZT56
Q66H16 D4A7E9
F1MAK9 D3ZLC1
A0A0G2K6G9 A0A0G2K6G9
D4A781 D4A781
Q3B7L1 E9PTS7
Q63486 P25108
D4ABY4 D3ZUW6
D4ABC4 A0A0G2KA90
Q4V8L0 Q00729
F1LMQ1 B0BN55
D3ZKQ3 D3ZVI2
Q641W4 B2GV82
D4AC99 M0R4L7
D4ABY4 D4ABY4
Q5XI98 G3V678
P26453 F1M853
Q9JI15 Q9JI15
O54861 O54861
B5DF93 D4A3J9
A0A0G2JSW0 D4A552
F7EWN2 F7EWN2
A0A0G2JWV6 Q66H21
D4A4A8 G3V931
A0A0G2K6D6 A0A0H2UHT9
G3V6Q9 B1WCA0
D4A4A9 D4A4A9
B1H224 Q812D3
B8K1X9 B8K1X9
D4A9M4 D4A9M4
A0A0G2JT65 A0A0G2JT65
G3V9N1 Q5U2X6
A0A0G2JXT8 A0A0G2JXT8
Q5EAJ6 Q5BJZ9
F8WFZ9 F8WFZ9
Q4G059 F1M8D5
Q9JMA8 Q5BK59
D4A5U3 D4A5U3
A0A0G2JU29 Q5PQU0
F1M6V1 F1M6V1
G3V8S0 G3V8S0
P48508 F1M943
F1M4P0 M0R589
D4AAM0 D3ZIX4
A0A0G2JUJ7 A0A0G2JUJ7
E9PSX8 Q99PW7
P16443 Q6P771
P38718 Q64542
B5DFB2 B5DFB2
D4A930 D4A930
D4A1P2 D4A1P2
Q63016 O35552
Q6AYE0 B0BN55
A0A0H2UHN1 A0A0G2JUM3
Q09073 A0A0G2JTG7
P08050 F7FLS6
Q6P7A7 F2Z3T9
A0A0U1RRY7 A0A0G2JZ04
D3ZGN4 P0C5J9
E9PTS6 Q7TST9
D3ZUT8 Q9JK64
A0A0G2JSV4 Q3LZI9
O54968 G3V6C3
Q9JLY8 Q9JLY8
D4A7U1 D4A7U1
F1MAM1 F1MAM1
Q4QR75 Q5I0K8
D3ZB55 D3ZB55
Q6AXW4 B1H222
D4ABC4 E9PTS7
E9PTF0 M0RDF7
D4A0M3 Q62976
O35410 O35410
A0A140TAI2 M0R5V4
Q63068 B0BNE2
Q4V8H7 A0A0G2K6E5
Q5M9G1 Q5M9G1
F1M943 F1M7K4
P05540 Q4V8H7
F1LSC5 Q5XI31
D3ZTP9 F1M311
A0A0G2K2S5 G3V6S2
D4AAA5 D4AAA5
G3V8B2 G3V8B2
F1LQN6 Q63511
M0RDF1 B5DF93
P63074 G3V6S2
D3ZBN4 D3ZBN4
B2GUX2 D3ZKV7
A0A0G2JSJ5 F1LWM1
G3V7P7 D4ABY4
P04642 D4A8G0
F7F350 Q9JI56
Q4KM96 D3ZXB1
Q5U2X6 Q5XIT9
Q9QZE9 G3V6D7
D3ZE01 Q3B7L1
P39951 P39951
Q5I0K8 Q5I0K8
D3ZVM4 D3ZVM4
M0R476 Q4VFZ4
D4A6Q6 G3V974
F1LMQ1 F1M8E7
Q5EB96 F7EWN2
F1M8E7 Q6AYE0
Q5U2U7 Q5U2U7
D3Z8M3 D3Z8M3
Q63117 Q63117
A0A0G2JXI5 Q8R560
M0RE14 A0A0G2K9E1
D3ZZC1 Q5PPI1
B2RYD0 Q498C8
Q01134 P97580
D3ZA02 D3ZMR2
Q64361 F1LMD6
A0A0G2JSZ5 A0A0G2JSZ5
M0RCH9 D4A8G6
F1LRB5 F1LRB5
Q5PPH4 F1M963
M0R3J4 M0R3J4
D4A5U3 D3ZE01
Q9JK64 F1M4P0
D4A615 A1EC95
O88550 Q5I0Q2
E9PT51 E9PT51
Q9WTQ6 F1M957
F1LT49 G3V9I9
Q5PQK4 Q5I0E7
P55213 D3ZWF4
Q9JK64 F1M6P8
F1LPF2 F1LPF2
D3ZID8 M0RCH9
A0A0G2JSZ1 Q9WUS0
A0A0G2JZF6 D3ZJZ0
D4A1C0 F1M9X7
F1M798 F1M798
Q5U2Y2 P17108
A0A0G2K4K0 A0A0G2K4P0
F1LRM5 A0A0G2JTY4
D4ACN8 D4ACN8
A0A0G2KA42 Q5RK03
P54645 P54645
Q4QQU9 M0R8G5
Q75Q41 D3ZV81
A0A0G2K7F0 Q5BJP1
Q66HM2 Q66HM2
Q6AY09 Q6AY09
D3ZMN4 D3ZDJ3
P67874 P67874
Q5U313 Q64620
A0A0G2KBA9 A0A0G2KBA9
F1M7K4 A0A0G2K509
F1M4U9 Q5I0I5
Q4KLZ3 A0A0G2JWE9
A0A096MJW8 A0A096MJW8
Q6P6U0 Q6P6U0
D3ZPM7 D3ZPM7
F1LQD1 D3Z8P1
F1M8E5 F1M8E5
F1LSQ0 D3Z9L0
D3ZJY1 Q62698
D3ZZN9 D3ZZN9
D3ZMR2 D3ZMR2
D3ZYK9 F1LR36
D4A4A8 A0A0G2K6E5
A0A0G2JU41 Q7TPK6
Q9R019 D4A898
P80432 D3ZJZ0
A0A0G2JX16 Q6AY58
A0A0H2UHA6 D3ZTT7
D4ADC2 D4ADC2
Q6MGB4 G3V7K9
D4AEG2 A0A0G2K9M4
D4A401 D4A401
F1M9Q8 F1M9Q8
D3ZRJ0 D3ZRJ0
Q5EB56 Q9WV50
D4A1B9 D4A1B9
G3V774 G3V774
Q63827 Q63827
M0R3X4 Q6I7R5
Q7TSL3 P50399
F1M0P3 D3ZXS8
D3ZWW5 D3ZIK0
A0A0G2KBA2 A0A1W2Q693
D4A542 D4A542
F1LRH4 Q9QZE9
D3ZDS9 D3ZKF6
A0A0G2JSN4 Q4V8H7
F1LP82 D4A552
B2RYQ5 B2RYQ5
D4AEC2 D4A3J9
E9PT99 A0A0G2JV16
Q5RK03 D3ZUT8
D4A648 O70185
A0JPN1 P60889
F1M049 F1M049
Q5PQT0 D3ZTA7
F1M7U0 D3Z9Z5
O70467 A0A096MIS3
Q9WUS0 A0A0G2JSZ1
Q9R120 D4A542
D3ZUU6 O54854
A0A0G2K4T8 B1WC54
G3V637 G3V637
Q6AY64 Q6AY64
D3ZYQ0 H1UBN0
B1WC54 Q7M0E7
D3ZG48 Q6AY09
G3V6I9 G3V6I9
G3V6K4 Q68A65
D3Z9M1 A0A0G2JXC2
A0A0G2JZU6 P18901
D4A1W5 D4A1W5
D3ZXP7 D3ZXP7
D4A552 A0A0G2JXT8
A0A0G2QC22 A0A0G2QC22
D3ZUU6 A0A0G2K601
D3ZLQ6 D3ZLQ6
F1M8D5 F1LNY6
F1LQM8 M0R4L7
F1M4P0 D3ZMS3
P63086 P63086
Q5BK68 Q5U2Z2
D3ZJH4 D3ZJH4
D4A2D7 D4A2D7
D3ZB96 P55213
Q9JK64 D3ZMS3
A0A0G2JXH7 D3ZS69
G3V7M2 G3V7M2
Q5PQU0 F1LSG7
Q07014 Q07014
D4A447 D4A447
P05942 P05942
P38718 B2RYD0
Q5U2N1 D3ZU21
Q6AY80 A0A140TAC4
D3ZEJ9 Q2M1K5
F1LMK2 A0A0G2JUC3
B5DEL1 A0A0G2JYJ7
P36364 P36364
Q5XI29 Q498C9
D4ACL8 D4ACL8
O70467 O70467
A1A5S1 B1H269
A0A0U1RRQ0 F1LQZ3
F1M1L9 D3ZA78
D3ZT01 D3ZT01
F1LNT5 D3ZWF4
Q5XIK2 D4A552
D3ZWW5 F2Z3S9
A0A0G2K5F1 A0A0G2K5F1
B0BNE2 B0BNE2
P11505 P07340
B0BN55 Q6AYE0
Q68FQ9 Q68FQ9
Q62785 Q62785
P35233 P46933
D4A2G7 B3DMA5
Q27W02 D3ZEI6
B3DM92 B3DM92
A0A0G2K5G6 A0A0G2K5G6
D4ADS9 F1LYG2
Q5RJK5 Q5RJK5
D4A1C0 D3ZSN4
D3ZS85 D4ADM7
A0A0G2JTG7 A0A0G2JTG7
D3ZPU1 D3ZPU1
A0A0G2JZ04 A0A0U1RRY7
B1WBX6 B1WBX6
D3ZHU8 D3ZHU8
A0A0G2K8U5 A0A0G2K8U5
P36940 Q6PED1
M0R3X4 A0A140TAD4
F1LSC5 Q6P6U0
Q6AY58 A0A0G2JX16
A0A0G2K6Q2 A0A0G2K6Q2
P70550 Q4V7G1
A0A0H2UHV9 B5DF93
Q4V7D8 B2RYV8
G3V7M5 A0A096MK76
A0A0H2UHM0 A0A0H2UHM0
D3ZQN8 P35355
G3V739 G3V739
D3ZU64 D3ZU64
A0A0G2JTK6 D4A0U3
E9PTB6 E9PTB6
O88275 O88275
A0A0G2JYH7 D3ZHJ4
P13832 F1MAK7
P08050 P08050
G3V9A0 D3ZCK4
D4AEC2 F1LST0
B3DM92 D3Z9K9
F1M943 D4A9Y0
Q6IML7 Q6IML7
B2RZ38 F1LRE2
D4ADT5 Q5FVQ4
H1UBN0 Q5S3S9
P36940 P36940
Q5M9G3 Q5M9G3
Q925N6 M0RB24
F1LV10 F1M981
D4A4T6 F1M9G6
F1LS72 Q6P7R8
D4A0M3 F1M155
P85515 P85515
D4A447 D4AEK3
F1M632 A0A0G2JSI5
Q499N6 Q499N6
A0A0G2K5F1 Q5RJZ6
D3ZH22 D3ZH22
F1MA52 F1MA52
G3V8G3 P18901
A0A0G2K5H7 Q62867
Q642E5 D4A6K4
D4A469 A0A0G2K463
F1LS98 F1LS98
B5DF09 B5DF09
E9PU28 E9PU28
A0A0G2KBC7 A0A0G2KBC7
Q498C8 Q64542
D3ZRD9 A1L1L7
A0A0G2JUJ7 P0C5J9
Q4KLM0 Q4KLM0
Q5FVF1 Q5FVF1
B5DEX9 Q9R019
D3ZZR4 A0A0G2JSV4
H9KVE7 Q4KM97
F1M155 P08050
O35078 O35078
B1WBR1 Q5FAQ9
M0RCM7 M0RCM7
G3V7U4 G3V7U4
D3ZS31 Q6AY91
Q3KRE8 Q5XHZ9
A0A0H2UH91 D3ZUW6
D4A7D3 D4A7D3
A0A0G2K9E1 F1LNL3
Q5XI17 P10158
B5DF36 B5DF36
A5HK05 A0A0G2JSR9
F1LMK3 B5DF95
A0A0G2K615 D4A8M5
F1M978 Q6AYG3
Q99PW5 M0RB26
D4A6K4 B1WBU6
Q5XIK2 Q5XIK2
A0A0H2UHU4 F1MAM1
F1M155 F1M155
E2CWF0 Q5PQW4
Q4V8B4 M0RC57
F1M9B3 Q6QI44
P49000 D3ZXF8
P16599 P16599
A0A0G2JUP9 Q498C8
P26794 D3ZB96
D4ABY4 D3ZQI0
Q66HP6 O88368
G3V9Y4 P26342
P61621 D3ZQE8
D4A520 F1LYG2
D3ZU21 D3ZI07
D3ZGN4 D3ZGN4
A0A0G2JSW8 M0RBS0
Q66HF1 B1WC02
F1LWJ6 F1M981
F1LWJ6 F1LV10
F7FL00 F1M8B7
B1H244 Q32WR5
G3V6D2 A0A0G2KA91
Q99PW5 D4ADZ2
B2GUZ9 H9KVF3
A0A096MJZ2 F1M853
Q5HZY2 Q5HZY2
D4A1M1 D4A1M1
P21571 Q63120
D3ZQI6 D4AAM0
Q497B7 D4A469
F1LRI5 F1LRI5
D4ADT9 D4ADT9
D4A3U7 A0A0U1RVI2
A0A0G2JZJ3 A0A0G2JZJ3
A0A0U1RS25 A0A0U1RS25
G3V8Y8 B1WC49
A4L9P7 P49088
E9PTF0 E9PTF0
P35286 P35286
G3V774 A0A140UHY1
D3ZDZ0 P05982
A0A0G2K4P5 P14173
D3ZUU6 D3ZUU6
F1LZI7 D3ZXM2
Q5XIN3 Q64057
D3ZI16 D3ZI16
P14173 A0A0G2JU05
Q5EAP0 Q5EAP0
B1H227 B1H227
Q641Z8 Q9R120
B5DF95 G3V981
A0A0G2KA42 D4A3C2
Q5I0E7 D3ZDZ0
M0RCA3 M0RCA3
Q5BJY9 B2GV73
M0R4Y0 M0R4Y0
G3V6Q9 D3ZNG9
A0A0G2K6E3 Q4QQV6
P21571 P21571
P51638 M0R887
Q66H21 A0A0G2JWV6
A0A0H2UH97 D4A930
A0A0G2JXP3 A0A0G2JXP3
D3ZWG3 P16443
P82458 P82458
Q5U2N2 Q5U2N2
F1M6X7 D4AAV4
A0A0G2JSW4 A0A0G2K4T8
Q6P7B0 A0A0G2K5E7
A0A0G2K3Q3 A0A0G2K3Q3
Q9R1T5 Q9R1T5
G3V9Q4 G3V9Q4
E9PTB6 F1LQM8
A0A0G2JSI8 A0A0G2JSI8
Q5U3Y7 D3ZB96
D4A1X2 Q68FS2
M0R8G5 M0R8G5
Q9WUC8 Q9WUC8
F1LWN5 D4A7E9
G3V918 A0A0G2JWD2
P67999 F1LMK3
Q5XFW6 Q5XFW6
B2RZ38 D4A6W7
D3ZRX9 D3ZQI0
Q5FVC4 D3ZD11
P04642 B2GV82
A0A0G2JXT8 F1LP82
D4AA42 Q9JJ40
F1LR76 D3ZQR6
Q6P9X1 P11505
D4ABM3 D4ABM3
G3V6Q6 D4ADT5
G3V8G3 A0A0G2JZU6
Q68FT7 Q68FT7
G3V7K9 Q6MGB4
Q64620 Q5PQL2
Q5RK03 D3ZMS3
A0A140TAA8 G3V678
Q5I0E7 P05982
Q9JMA8 F1LV10
Q71RJ2 Q71RJ2
D3ZYQ0 Q5S3S9
P97520 P97520
P16443 F1LSV1
D4ABZ6 F1LMK3
D3ZSM9 D3ZSM9
Q66HC5 Q66HC5
Q5RKL4 Q5RKL4
A0A0G2JX16 Q5U2N1
P41499 P41499
Q5I0K8 D3ZVK3
A0A0G2K1Z2 F1LS93
Q5RJM0 Q6AY09
O54854 Q9WTQ6
Q5XHY0 Q5XHY0
A0A0G2JYJ1 A0A0G2JYJ1
G3V7S2 G3V7S2
D3ZFF4 D3ZV70
B5DF91 B5DF91
A0A0G2K2S5 A0A0G2JX16
D4A3C2 A0A0G2KA42
Q5BK59 Q6X936
A0A0G2K9E1 M0RE14
B0K014 B0K014
B0BN49 Q5RKH7
B5DF95 D4A2G7
A0A0G2JUU7 D4A022
D3ZYV4 Q642B0
D4A7P9 D4A7P9
O88658 Q5BJZ9
O08774 O08774
A1L1L7 M0R975
G3V829 G3V829
A0A0G2JSZ5 M0R3M8
P97580 Q01134
P61131 D4A447
E9PU01 B1H269
P18901 D4A4X5
Q32WR5 O54854
Q812D3 A1L1L7
Q5M9F7 D3ZTA2
Q6AYL9 D4ACG6
A0A0G2K9C0 A0A0G2K9C0
D3ZQ18 D3ZWW5
D3ZCR4 D3ZCR4
D3ZRJ7 D4A9Y0
G3V963 D3ZBN4
P22509 P22509
M0R975 Q812D3
A0A0H2UHV9 M0RDF1
A0A0H2UHH2 Q5BK59
A0A0G2JTW1 A0A0G2JTW1
A0A0G2K864 A0A0G2K864
F1LZH3 F1LQE0
A0A0G2JZU6 Q63511
B0BNL2 B0BNL2
Q6AXT0 A0A0G2K283
F1LNY6 B0BN18
D4A9Z6 Q5U2U7
B2GUV6 D4A1M1
O09018 P0C6P7
D3ZBX8 D3ZBX8
Q5U317 Q5U317
G3V8D3 B2GUX2
A0A0G2K3W4 A0A0G2K3W4
P11167 A0A0G2K016
Q9JMA8 A0A0H2UHH2
Q5PQK4 D3ZQB7
D4A8G6 F1LNP1
D3ZRJ0 D4AEG2
Q5RKI0 Q5RKI0
D4A7Y4 D4A7Y4
Q5XI21 A0A0G2JXC2
Q6P685 Q6P685
P05942 Q5M9G1
D4AEK3 Q08834
Q63511 D4A4X5
D4AED2 D3ZUW6
A0A0G2K9B4 Q5U2Y6
A0A0G2K889 A0A0G2K889
A0A0G2K2I0 A0A0G2K2I0
Q6AYJ5 A0A140TAD4
F1LPP2 D4A3J9
F1LWJ6 A0A0H2UHH2
Q9JMA8 Q9JMA8
P35280 P35280
A0A140TAB8 P17246
B2RZ72 F1MAA5
Q6IFV1 P48508
A0A0G2JUT7 G3V6V7
A0A0G2K0U9 F1LMF9
P60517 P60517
Q5U2Y6 Q5U2Y6
G3V8Z4 G3V8Z4
A0A0G2K9M4 A0A0G2K9M4
D3ZD11 Q5FVC4
A0A140UHY1 M0RCH9
M0RD31 M0RD31
B7X945 F1M761
B1H222 Q5PQW4
Q10739 Q10739
Q6PDU1 Q6PDU1
D4AED2 G3V7P7
Q08420 Q08420
Q7TPK6 Q6DKY8
F1M9Q8 D3ZE01
Q9WV48 Q9WV48
P63074 Q5U2N1
Q7TNZ9 Q7TNZ9
Q5FVC5 Q5FVC5
A0A0G2K449 Q6AZ54
D4A8M7 D4A8M7
D3ZLZ9 A0A0G2JUS6
D4A1G8 Q5M7T6
P35213 P35213
D3ZZN9 D3Z8G7
D3ZXH8 D3ZXM2
M0R8P6 M0R8P6
G3V7M5 G3V7M5
D3ZCQ7 D3ZCQ7
F1LSV1 D3ZLB7
F1LYG2 D3ZPR2
B2GV82 Q4V899
Q5U313 E9PSY8
Q4V7G1 F1LMM5
F1M5Q6 F1M5Q6
P55770 P11167
Q5EB56 A0A0G2K427
Q5BK59 Q5BK59
Q5PQP9 A0A0G2JU41
F7EWN2 Q6AXY9
D3ZTJ6 G3V9T4
D3ZBX1 D3ZBX1
F1M4T6 F1M4T6
F2Z3S9 D3ZQ18
B1H269 A0A0H2UHA6
D4A4X5 D3Z9K9
P53790 P53790
D4AA72 D4AA72
P04182 P04182
D3ZIM6 D3ZIM6
G3V672 G3V672
Q62928 Q62928
D4A251 A0A0G2JSI5
Q5EB56 D4A648
Q9Z2L0 Q9Z2L0
F1LT49 F1LRE1
D4A022 A0A0G2JUU7
D4A520 D4ADT9
D3Z9K9 Q6P6R0
F1LR36 A0A0G2K4Y2
P38718 Q498C8
Q80ZG0 Q80ZG0
P21913 P21913
A0A0G2JUJ7 O35260
D3ZNX0 D3ZGN4
D4A9Y0 D4A9Y0
M0R4L7 E9PTB6
G3V852 G3V852
F7ENQ2 F7ENQ2
Q6X936 F1LWJ6
A2RRU3 Q5XIP1
O88658 Q9JMB3
G3V7P7 A0A0H2UH91
D3Z898 D3Z898
Q9ET58 Q99MA1
D3ZK73 D3ZK73
A0A0G2K9E1 A0A0H2UHP5
D3ZKV7 B2GUX2
E9PSK7 A0A0G2K0K8
A0A0G2JY06 D4A6Q6
D3ZF45 D3ZF45
D3ZJT9 D3ZJT9
D3ZQB7 Q5PQK4
B5DEG8 B5DEG8
D3ZFF4 D4A4K3
A0A0U1RRS7 A0A0U1RVI2
G3V826 G3V826
D3ZPI8 P51556
B0K026 Q9ES19
E9PT13 Q6AXT9
A0A0G2K250 A0A0G2JUS6
F1M853 P26453
B2GUX4 B2GUX4
Q3MHU2 Q3MHU2
Q642E5 F1LNP1
G3V689 Q6P7P5
A0A0G2JXC2 F1M9B3
A1EC95 D4AC99
D3Z941 D4A3S8
D4A6K4 M0RCH9
Q4V7G1 A0A0G2JUC3
M0RBS0 A0A0G2JSW8
F1LPP2 B5DF93
A0A096MIS3 O70467
Q91Z84 G3V7X9
A0A0G2K8Q8 P60889
D3ZLM7 B2GV00
Q5XIK2 A0A0G2JXT8
F1M3N2 F1M3N2
D3ZZB2 D3ZZB2
P62632 P62632
A0A0G2JYP2 Q99PW5
D3ZCN1 D3ZCN1
G3V6S9 A0A0G2K0U9
A1EC95 M0R4L7
A0A0G2KBA9 D3Z9Z5
D3ZRD9 B1H224
P47942 M0R567
D3ZUT8 M0R589
A0A0G2JYY3 A0A0G2JYY3
A0A0H2UHP5 F1MAM6
P49088 D3ZUX5
Q63046 D4A629
F1LP82 A0A0G2K016
D4AAV9 D3ZCX6
A0A0H2UHA6 A1A5S1
E9PSW8 E9PSW8
Q66HE8 Q66HE8
A0A0H2UH91 G3V7P7
D3ZU85 P63055
D4A469 Q497B7
Q642E5 Q68A65
F1LPP2 F1LST0
P41156 P41156
A0A0G2K199 A0A0G2K199
Q5XIP6 Q5XIP6
Q68FQ7 Q68FQ7
P20793 B2RYD8
Q5XI29 Q5U2Y6
F1M981 F1LWJ6
M0R8G5 Q4QQU9
F1LNS6 A0A0G2KB96
F1LST0 M0RDF1
Q5RJZ6 Q5RJZ6
D3ZBQ1 D3ZBQ1
M0R711 Q6P9X1
Q5BJY9 Q5BJY9
O88368 O88368
D3ZXM2 P0C6P7
Q3B8Q2 Q3B8Q2
D3ZXA6 D3ZXA6
Q6AXY9 Q6AXY9
G3V6C3 O54968
F1LNU2 G3V678
O35115 O35115
A0A0G2K463 Q497B7
B1H220 D4ACL0
D4A2G4 A0A0G2JSR9
A0A0G2JXT8 A0A0G2JSW0
D3ZPR2 D4A520
G3V918 G3V918
B5DF95 F1LMK3
A0A0G2JUJ7 D3ZNX0
Q6AXW4 A0A0G2K864
A0A0G2KBB3 A0A0G2KBB3
A0A0G2JWJ0 A0A0G2JWJ0
D3ZI68 B2GV82
