1638+bno3-1638+bno5;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	307594,114027,29477,290364,29495,116590,24392,50522	43580,31364,31208,40201,33139,41778,34420,36851
1627+bno7-562+bno7;0:2,2:1,3:5,4:4,6:3,7:6;5:0	311245,84353,24392,307594,24377,360818,25123,50522,65248,54241	41709,42029,34420,31680,40378,41087,42034,31364,37216,42761
1627+bno7-1627+bno7;0:0,1:3,2:2,3:1,5:5,6:6,7:7;	65248,24392,302855,307594,117268,84353,64015,50522,360818	40201,41087,35851,31364,36854,34420,31782,42761,43767
1736+bno6-2213+bno5;1:2,2:1,3:3,4:4,5:7,6:5,7:6;	114027,360854,290364,64632,81824,50522,317371,24392,307594	41087,32534,31364,37664,43767,34420,31016,42761,40201
2699+bno0-2699+bno0;0:0,1:1,2:2,4:4,5:5,6:6,7:7;	290364,25529,113894,24596,50522,311245,59109,29613,307594	42034,33090,36748,33212,2768677,40657,32268,44446,43580
1721+bno6-1721+bno7;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	307594,290364,116590,114027,157074,29477,24392,50522	31364,44432,35140,40378,31665,41972,41087,42761
1276+bno7-1309+bno7;1:1,2:2,5:5,6:6;	29715,83803,65248,500538,502389,24790,170915,24840,29477,29577,301164,25591	41709,31364,34420,35098,42922,43386,30977,38988,36748,32979,44289,32268
1734+bno1-1734+bno2;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	65248,114027,116590,290364,50522,29477,24392,29304	43580,37216,33139,31364,34420,40201,42761,43359
1634+bno7-562+bno5;0:0,1:1,3:2,6:6,7:7;	85327,306332,499558,307594,114027,290364,24392,50522,65248,499417,500242	31816,42126,34192,40201,41087,31364,42761,34420,42297,43767,3772180
1278+bno4-1627+bno7;1:3,2:2,5:5,6:4,7:7;	307594,116590,29477,308572,290364,24392,114027,50522,499417,65248,83803	41087,30977,31788,33139,31364,34420,40201,42761,37216,2769001,31248
1628+bno3-1628+bno5;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	307594,116590,290364,171574,114027,24392,29477,50522	40378,32919,44432,37072,37216,42761,31349,41087
1635+bno5-575+bno5;0:1,2:2,3:5,4:4,5:7,6:3,7:6;	83803,114027,290364,29213,307594,50522,65248,24392,499417	37166,40201,31364,31746,37216,42761,37756,34420,41087
602+bno3-602+bno7;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	307594,65248,499417,290364,114027,24392,317335,50522	40201,30977,36371,31364,37216,42761,39885,34420
1276+bno3-1276+bno3;0:0,1:1,2:2,3:3,4:4,7:7;	65248,84353,170915,290364,500538,117855,113938,24790,29715,24392	41709,42037,41066,40378,41957,32238,39918,48571,35422,41087
1627+bno7-3783+bno1;0:2,2:3,3:7,4:1,5:6,6:0,7:5;	25454,290364,314856,246331,83785,29560,25453,50522,29495	33228,31364,43532,31767,2768718,30975,37384,42761,34420
1627+bno7-3783+bno1;2:3,3:7,4:1,5:6,6:0,7:5;	307594,25454,314856,246331,83785,29560,25453,50522,290364,29495	41087,33228,43532,31767,2768718,30975,37384,42761,31364,34420
1276+bno7-1718+bno1;0:5,1:0,2:6,5:1,6:7,7:4;	83803,65248,29715,362110,24790,170915,54254,500538,24392,114505	33139,40201,41709,53504,33043,32482,39007,37628,42034,32919
1276+bno4-1718+bno0;0:6,3:0,4:7,7:1;1:2	25400,24253,54244,25591,24790,362110,54254,170915,50522,114505,500538,29715	42034,42504,41957,41709,31364,40136,42572,42327,40378,34420,42761,41087
1628+bno3-1628+bno4;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	307594,116590,290364,171574,114027,24392,29477,50522	40378,32919,44432,37072,37216,42761,31349,41087
1627+bno2-1627+bno2;0:0,2:2,3:3,4:4,5:5,6:6,7:7;	290364,64896,81673,29477,25591,54244,50522,24253,307594	31364,41351,40598,35098,39076,40054,34420,33440,40201
2213+bno4-2213+bno5;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	307594,290364,114027,116590,29477,24701,24392,50522	40378,44432,36748,32979,42954,32268,42761,41087
1309+bno7-1718+bno0;1:0,2:6,5:1,6:7;0:2	29477,29577,54244,25591,64896,24790,170915,24253,50522,114505,500538,29715	34420,33139,42862,40201,33988,44289,39646,31698,42761,32979,32268,36748
1276+bno1-1276+bno3;0:3,1:6,2:7,5:2,6:5,7:4;	24577,299347,25301,25400,81821,116590,29477,24708,81758,290364	33139,42862,33721,41087,41709,42034,40378,31363,41957,42761
1627+bno7-562+bno4;0:0,2:6,5:2,7:7;	684112,78975,117287,310615,307594,24392,290364,50522,114027,25493,499417,682787	49080,31589,36491,35889,41087,34420,31364,42761,40201,48772,34816,41633
2874+bno3-2874+bno4;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	307594,114027,290364,116590,29477,24392,50522,29681	37216,31691,34420,40378,41087,31364,42761,31746
1321+bno7-1662+bno7;0:2,1:4,2:1,5:6,6:3,7:5;	65248,83803,290364,499417,116590,29477,317259,50522,114027,24392	41957,41709,44432,40378,43325,36032,42034,41087,31364,42761
1635+bno5-575+bno6;0:1,2:2,3:5,4:4,5:7,6:3,7:6;	83803,114027,290364,29437,499417,50522,65248,24392,29477	37166,40201,31364,31746,37216,42761,37756,34420,41087
6229+bno3-6229+bno4;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	116590,24708,290364,84353,50522,399489,29477,84027	31364,33139,38748,40015,36748,40201,42761,34420
1276+bno5-1718+bno2;1:1,3:2,5:0,6:7;	83803,500538,84353,65248,24840,50522,24790,170915,29577,25591,29477,301164	43580,32268,42034,2768677,40177,40378,32979,41656,31364,42761,41087,41347
1276+bno5-1629+bno6;0:5,2:3,3:0,4:7,5:6,6:1,7:4;	297893,314856,24252,299331,499417,84578,60563,301442,50522	43183,2768677,32766,41087,40378,37971,32955,40966,42034
1276+bno0-1276+bno3;0:4,2:0,3:5,4:2,7:7;	499417,24252,301442,84577,84578,308212,297893,60563,290364,444985,84353	40378,41709,42034,31376,41957,34420,43767,42504,33139,36015,40201
1309+bno6-1727+bno7;0:1,3:3,4:4,5:2,6:5,7:6;	83618,24873,290364,307594,81518,367218,363287,50522,65248,84353	2768677,41957,44432,34110,40378,41709,42034,41087,31364,42761
1631+bno5-562+bno6;0:1,2:2,5:7,7:6;	83803,500538,29715,65248,114027,290364,50522,24392,307594,50646,29477,116590	39554,38873,41200,34777,41087,31364,34420,42761,40201,39625,43767,3772180
1629+bno6-2300+bno2;1:0,2:5,3:1,4:6,5:4,6:7,7:2;	299331,60563,50522,24252,301442,314856,84578,499417,29495	33139,32740,34420,31169,31521,31364,41993,40201,42761
2212+bno7-2212+bno7;1:1,2:2,3:3,4:4,5:5,6:6,7:7;	290364,29477,116654,64632,81824,317371,116590,50522,307594	31364,36748,32979,33640,37542,31397,32268,42761,41087
4315+bno6-4315+bno7;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	307594,24392,24924,29495,25613,290364,116673,50522	41087,31364,42034,35098,41709,34420,40378,42761
1627+bno0-1627+bno0;0:0,2:2,3:3,4:4,5:5,7:7;6:1,6	307594,50522,64896,81673,25400,25591,54244,24253,24392,290364	40201,34420,41321,43183,31816,32979,33824,32339,31364,35422
1276+bno2-1276+bno3;1:6,2:7,4:3,5:2,6:5,7:4;	25301,24577,25400,81821,299347,116590,29477,24708,81758,290364	30977,32979,42034,42761,36243,41087,40378,41704,31364,41709
1734+bno2-1734+bno4;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	65248,114027,116590,290364,50522,29477,24392,29304	32919,41483,42034,44432,41087,40378,42761,34119
4315+bno5-4315+bno7;0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7;	307594,24392,24924,29495,25613,290364,116673,50522	41087,31364,42034,35098,41709,34420,40378,42761
1825+bno7-2214+bno7;1:3,2:2,3:7,4:1,5:6,6:5,7:4;	307594,24392,84556,171058,116839,287609,290364,50522,65248	40201,31364,32611,35098,37534,38469,42761,34420,41709
